Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 6 (391).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (392).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (393).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (394).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (395).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (396).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (397).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (398).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (399).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (4).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (400).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (401).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (402).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (403).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (404).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (405).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (406).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (407).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (408).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (409).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (410).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (411).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (412).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (413).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (414).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (415).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (416).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (417).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (418).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.93%
Imagem: 6 (419).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (420).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (421).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (422).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (423).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (424).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (425).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (426).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (427).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (428).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (429).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (43).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (430).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (431).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (432).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (433).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (434).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (435).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (436).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (437).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (438).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (439).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (44).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (440).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (441).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (442).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (443).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (444).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (445).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (446).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (447).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (448).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (449).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (45).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (450).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (451).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (452).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (453).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (454).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (455).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (456).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (457).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (458).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (459).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (460).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (461).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (462).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (463).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (464).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (465).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.94%
Imagem: 6 (467).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (468).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (469).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (470).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (471).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (472).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (473).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (474).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (475).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (476).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (477).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (478).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (479).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (480).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (481).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (482).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (483).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (484).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (485).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (486).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (487).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (488).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (489).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (490).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (491).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (492).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (493).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (494).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (495).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (496).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (497).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (498).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (499).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (5).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (500).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (501).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (502).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (503).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (504).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (505).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.94%
Imagem: 6 (507).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (508).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (509).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (510).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (511).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (512).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (513).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (514).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (515).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (518).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (519).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (52).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (520).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (522).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (523).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (524).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (525).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (526).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (527).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (528).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (529).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (53).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (530).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (531).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (532).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (533).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (534).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (535).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (536).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (537).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (538).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (539).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (54).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (541).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (542).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (543).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (544).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (545).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (546).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (547).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (548).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (549).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (550).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (551).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (552).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (553).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (554).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (555).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (556).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (557).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (558).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (559).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (560).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (561).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (562).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (563).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (564).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (565).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (566).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (567).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (568).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (569).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (57).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (570).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (571).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (572).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (573).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (574).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (575).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (576).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (577).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (578).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (579).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (58).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (580).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (581).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (582).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (583).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (584).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (585).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (587).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (588).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (589).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (59).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (590).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (593).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (594).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (595).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (596).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (598).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (599).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (6).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (60).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (600).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (601).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (602).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (603).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (604).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (608).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (609).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (61).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (613).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
